Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Diet,Experiment,gender,genetic_condition,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,strain,tissue,GEO_Accession (exp)
SRR3440911,Bisulfite-Seq,150,3035697300,PRJNA319643,SAMN04902307,1333616506,GEO,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",standard,SRX1727236,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:54:00Z,1,GSM2132948,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132948
SRR3440912,Bisulfite-Seq,150,3074911500,PRJNA319643,SAMN04902308,1331325990,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727237,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:54:00Z,1,GSM2132949,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132949
SRR3440913,Bisulfite-Seq,150,4668926700,PRJNA319643,SAMN04902308,2209644916,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727237,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:58:00Z,1,GSM2132949,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132949
SRR3440914,Bisulfite-Seq,150,1714552200,PRJNA319643,SAMN04902309,696666629,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",standard,SRX1727238,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:51:00Z,1,GSM2132950,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132950
SRR3440915,Bisulfite-Seq,150,2981027700,PRJNA319643,SAMN04902309,1346405526,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727238,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:55:00Z,1,GSM2132950,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132950
SRR3440916,Bisulfite-Seq,150,3674835450,PRJNA319643,SAMN04902310,1575742900,GEO,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",standard,SRX1727239,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:56:00Z,1,GSM2132951,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132951
SRR3440917,Bisulfite-Seq,150,68943000,PRJNA319643,SAMN04902311,32845399,GEO,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727240,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:47:00Z,1,GSM2132952,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132952
SRR3440918,Bisulfite-Seq,150,2506126350,PRJNA319643,SAMN04902311,1615238571,GEO,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727240,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:54:00Z,1,GSM2132952,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132952
SRR3440919,Bisulfite-Seq,150,4125202650,PRJNA319643,SAMN04902312,1801070765,GEO,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727241,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:57:00Z,1,GSM2132953,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132953
SRR3440920,Bisulfite-Seq,150,2741042700,PRJNA319643,SAMN04902313,1192402994,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727242,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:54:00Z,1,GSM2132954,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132954
SRR3440921,Bisulfite-Seq,150,2453422500,PRJNA319643,SAMN04902313,1041888986,GEO,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727242,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:54:00Z,1,GSM2132954,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132954
SRR3440922,Bisulfite-Seq,150,2499197250,PRJNA319643,SAMN04902314,1086746805,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727243,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:53:00Z,1,GSM2132955,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132955
SRR3440923,Bisulfite-Seq,150,3836967750,PRJNA319643,SAMN04902314,1864856587,GEO,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727243,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:56:00Z,1,GSM2132955,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132955
SRR3440924,Bisulfite-Seq,150,1536508650,PRJNA319643,SAMN04902319,660835463,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",standard,SRX1727244,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:51:00Z,1,GSM2132956,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132956
SRR3440925,Bisulfite-Seq,150,1529639700,PRJNA319643,SAMN04902319,640431629,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",standard,SRX1727244,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:51:00Z,1,GSM2132956,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132956
SRR3440926,Bisulfite-Seq,150,3223605000,PRJNA319643,SAMN04902320,1422968859,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",standard,SRX1727245,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:55:00Z,1,GSM2132957,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132957
SRR3440927,Bisulfite-Seq,150,3091303350,PRJNA319643,SAMN04902320,1416415735,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",standard,SRX1727245,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T13:06:00Z,1,GSM2132957,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132957
SRR3440928,Bisulfite-Seq,150,996221550,PRJNA319643,SAMN04902315,447043487,GEO,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727246,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:50:00Z,1,GSM2132958,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132958
SRR3440929,Bisulfite-Seq,150,2380795500,PRJNA319643,SAMN04902315,997426868,GEO,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727246,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T13:01:00Z,1,GSM2132958,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132958
SRR3440930,Bisulfite-Seq,150,1953852450,PRJNA319643,SAMN04902316,817629463,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727247,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:52:00Z,1,GSM2132959,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132959
SRR3440931,Bisulfite-Seq,150,2852108550,PRJNA319643,SAMN04902316,1324293747,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727247,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:54:00Z,1,GSM2132959,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132959
SRR3440932,Bisulfite-Seq,150,3671146200,PRJNA319643,SAMN04902317,1764044261,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727248,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:57:00Z,1,GSM2132960,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132960
