geo_accession,sample name,run,assay type,avgspotlen,bases,bioproject,biosample,bytes,center name,consent,datastore filetype,datastore provider,datastore region,diet,experiment,gender,genetic_condition,instrument,librarylayout,libraryselection,librarysource,organism,platform,releasedate,create_date,version,source_name,sra study,strain,tissue,geo_accession (exp),strain/condition,age,sex,aligned pe reads,prepared for sequencing ,used in subset 1/2,age_days
GSM2132929,M2810,SRR3440878,Bisulfite-Seq,150,3520546050,PRJNA319643,SAMN04902109,1699632335,GEO,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727217,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:54:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132929,C57BL/6,28,Male,23377254,D.A. Petkovich,2.0,840.0
GSM2132930,M3001,SRR3440879,Bisulfite-Seq,150,1581026250,PRJNA319643,SAMN04902110,641017519,GEO,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727218,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:49:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132930,C57BL/6,30,Male,18536743,D.A. Petkovich,2.0,900.0
GSM2132930,M3001,SRR3440880,Bisulfite-Seq,150,2734834050,PRJNA319643,SAMN04902110,1239245313,GEO,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727218,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:51:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132930,C57BL/6,30,Male,18536743,D.A. Petkovich,2.0,900.0
GSM2132931,M3002,SRR3440881,Bisulfite-Seq,150,3899681100,PRJNA319643,SAMN04902111,1782395303,GEO,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727219,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:54:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132931,C57BL/6,30,Male,17183955,D.A. Petkovich,2.0,900.0
GSM2132932,M3003,SRR3440882,Bisulfite-Seq,150,3022314750,PRJNA319643,SAMN04902112,1306302012,GEO,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727220,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:52:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132932,C57BL/6,30,Male,34603302,D.A. Petkovich,1.0,900.0
GSM2132932,M3003,SRR3440883,Bisulfite-Seq,150,4631051550,PRJNA319643,SAMN04902112,2197259885,GEO,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727220,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:56:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132932,C57BL/6,30,Male,34603302,D.A. Petkovich,1.0,900.0
GSM2132933,M3004,SRR3440884,Bisulfite-Seq,150,3375901650,PRJNA319643,SAMN04902113,1536452104,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",standard,SRX1727221,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:54:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132933,C57BL/6,30,Male,41367851,D.A. Petkovich,2.0,900.0
GSM2132933,M3004,SRR3440885,Bisulfite-Seq,150,5271303300,PRJNA319643,SAMN04902113,2647921994,GEO,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727221,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T13:00:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132933,C57BL/6,30,Male,41367851,D.A. Petkovich,2.0,900.0
GSM2132934,M3005,SRR3440886,Bisulfite-Seq,150,2265817800,PRJNA319643,SAMN04902114,978640613,GEO,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727222,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:50:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132934,C57BL/6,30,Male,21527136,D.A. Petkovich,2.0,900.0
GSM2132934,M3005,SRR3440887,Bisulfite-Seq,150,2208287400,PRJNA319643,SAMN04902114,943976975,GEO,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",standard,SRX1727222,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:58:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132934,C57BL/6,30,Male,21527136,D.A. Petkovich,2.0,900.0
GSM2132935,M3006,SRR3440888,Bisulfite-Seq,150,2064764400,PRJNA319643,SAMN04902115,901033304,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727223,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:50:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132935,C57BL/6,30,Male,19964504,D.A. Petkovich,2.0,900.0
GSM2132935,M3006,SRR3440889,Bisulfite-Seq,150,2179518450,PRJNA319643,SAMN04902115,908676126,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",standard,SRX1727223,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:52:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132935,C57BL/6,30,Male,19964504,D.A. Petkovich,2.0,900.0
GSM2132936,M3007,SRR3440890,Bisulfite-Seq,150,4283900850,PRJNA319643,SAMN04902116,1852865602,GEO,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727224,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:55:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132936,C57BL/6,30,Male,20234460,D.A. Petkovich,1.0,900.0
GSM2132937,M3009,SRR3440891,Bisulfite-Seq,150,3815854050,PRJNA319643,SAMN04902117,1685374507,GEO,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727225,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:57:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132937,C57BL/6,30,Male,44017872,D.A. Petkovich,1.0,900.0
GSM2132937,M3009,SRR3440892,Bisulfite-Seq,150,5592636150,PRJNA319643,SAMN04902117,2712358998,GEO,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",standard,SRX1727225,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T13:02:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132937,C57BL/6,30,Male,44017872,D.A. Petkovich,1.0,900.0
GSM2132938,M3010,SRR3440893,Bisulfite-Seq,150,2491105950,PRJNA319643,SAMN04902118,1102430544,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727226,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:53:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132938,C57BL/6,30,Male,11194997,D.A. Petkovich,2.0,900.0
GSM2132939,M3204,SRR3440894,Bisulfite-Seq,150,3822468300,PRJNA319643,SAMN04902119,1697857940,GEO,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727227,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:56:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132939,C57BL/6,32,Male,34986920,D.A. Petkovich,1.0,960.0
GSM2132939,M3204,SRR3440895,Bisulfite-Seq,150,3691135050,PRJNA319643,SAMN04902119,1698824183,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",standard,SRX1727227,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:57:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132939,C57BL/6,32,Male,34986920,D.A. Petkovich,1.0,960.0
GSM2132940,M3205,SRR3440896,Bisulfite-Seq,150,3242239350,PRJNA319643,SAMN04902120,1435434516,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727228,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:56:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132940,C57BL/6,32,Male,39313482,D.A. Petkovich,2.0,960.0
GSM2132940,M3205,SRR3440897,Bisulfite-Seq,150,4977341550,PRJNA319643,SAMN04902120,2404408151,GEO,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727228,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T13:01:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132940,C57BL/6,32,Male,39313482,D.A. Petkovich,2.0,960.0
GSM2132941,M3206,SRR3440898,Bisulfite-Seq,150,1982507700,PRJNA319643,SAMN04902300,854867406,GEO,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727229,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:52:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132941,C57BL/6,32,Male,18218357,D.A. Petkovich,2.0,960.0
GSM2132941,M3206,SRR3440899,Bisulfite-Seq,150,2038370400,PRJNA319643,SAMN04902300,838123468,GEO,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727229,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:51:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132941,C57BL/6,32,Male,18218357,D.A. Petkovich,2.0,960.0
GSM2132942,M3207,SRR3440900,Bisulfite-Seq,150,972369750,PRJNA319643,SAMN04902301,429176185,GEO,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",standard,SRX1727230,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:49:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132942,C57BL/6,32,Male,13381182,D.A. Petkovich,2.0,960.0
GSM2132942,M3207,SRR3440901,Bisulfite-Seq,150,1935590100,PRJNA319643,SAMN04902301,815638157,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727230,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:52:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132942,C57BL/6,32,Male,13381182,D.A. Petkovich,2.0,960.0
GSM2132943,M3208,SRR3440902,Bisulfite-Seq,150,3056667750,PRJNA319643,SAMN04902302,1332977350,GEO,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",standard,SRX1727231,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:55:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132943,C57BL/6,32,Male,35475127,D.A. Petkovich,1.0,960.0
GSM2132943,M3208,SRR3440903,Bisulfite-Seq,150,4713701700,PRJNA319643,SAMN04902302,2293168654,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",standard,SRX1727231,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T13:00:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132943,C57BL/6,32,Male,35475127,D.A. Petkovich,1.0,960.0
GSM2132944,M3209,SRR3440904,Bisulfite-Seq,150,1928941950,PRJNA319643,SAMN04902303,827333224,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727232,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:51:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132944,C57BL/6,32,Male,18466972,D.A. Petkovich,1.0,960.0
GSM2132944,M3209,SRR3440905,Bisulfite-Seq,150,2158078500,PRJNA319643,SAMN04902303,895646374,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727232,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:53:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132944,C57BL/6,32,Male,18466972,D.A. Petkovich,1.0,960.0
GSM2132945,M3210,SRR3440906,Bisulfite-Seq,150,4006070700,PRJNA319643,SAMN04902304,1928984573,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727233,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:58:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132945,C57BL/6,32,Male,18062904,D.A. Petkovich,1.0,960.0
GSM2132946,M3401,SRR3440907,Bisulfite-Seq,150,2366101350,PRJNA319643,SAMN04902305,1032335712,GEO,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727234,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:52:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132946,C57BL/6,34,Male,25662792,D.A. Petkovich,2.0,1020.0
GSM2132946,M3401,SRR3440908,Bisulfite-Seq,150,3252276750,PRJNA319643,SAMN04902305,1535439947,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",standard,SRX1727234,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:55:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132946,C57BL/6,34,Male,25662792,D.A. Petkovich,2.0,1020.0
GSM2132947,M3402,SRR3440909,Bisulfite-Seq,150,1828545750,PRJNA319643,SAMN04902306,819294807,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727235,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:51:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132947,C57BL/6,34,Male,21917136,D.A. Petkovich,1.0,1020.0
GSM2132947,M3402,SRR3440910,Bisulfite-Seq,150,2903064300,PRJNA319643,SAMN04902306,1223599477,GEO,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727235,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:55:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132947,C57BL/6,34,Male,21917136,D.A. Petkovich,1.0,1020.0
GSM2132948,M3403,SRR3440911,Bisulfite-Seq,150,3035697300,PRJNA319643,SAMN04902307,1333616506,GEO,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",standard,SRX1727236,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:54:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132948,C57BL/6,34,Male,16632500,D.A. Petkovich,2.0,1020.0
GSM2132949,M3404,SRR3440912,Bisulfite-Seq,150,3074911500,PRJNA319643,SAMN04902308,1331325990,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727237,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:54:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132949,C57BL/6,34,Male,34692686,D.A. Petkovich,1.0,1020.0
GSM2132949,M3404,SRR3440913,Bisulfite-Seq,150,4668926700,PRJNA319643,SAMN04902308,2209644916,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727237,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:58:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132949,C57BL/6,34,Male,34692686,D.A. Petkovich,1.0,1020.0
GSM2132950,M3405,SRR3440914,Bisulfite-Seq,150,1714552200,PRJNA319643,SAMN04902309,696666629,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",standard,SRX1727238,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:51:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132950,C57BL/6,34,Male,20331932,D.A. Petkovich,2.0,1020.0
GSM2132950,M3405,SRR3440915,Bisulfite-Seq,150,2981027700,PRJNA319643,SAMN04902309,1346405526,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727238,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:55:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132950,C57BL/6,34,Male,20331932,D.A. Petkovich,2.0,1020.0
GSM2132951,M3406,SRR3440916,Bisulfite-Seq,150,3674835450,PRJNA319643,SAMN04902310,1575742900,GEO,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",standard,SRX1727239,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:56:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132951,C57BL/6,34,Male,16610946,D.A. Petkovich,2.0,1020.0
GSM2132952,M3408,SRR3440917,Bisulfite-Seq,150,68943000,PRJNA319643,SAMN04902311,32845399,GEO,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727240,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:47:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132952,C57BL/6,34,Male,9812928,D.A. Petkovich,2.0,1020.0
GSM2132952,M3408,SRR3440918,Bisulfite-Seq,150,2506126350,PRJNA319643,SAMN04902311,1615238571,GEO,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727240,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:54:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132952,C57BL/6,34,Male,9812928,D.A. Petkovich,2.0,1020.0
GSM2132953,M3409,SRR3440919,Bisulfite-Seq,150,4125202650,PRJNA319643,SAMN04902312,1801070765,GEO,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727241,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:57:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132953,C57BL/6,34,Male,18588311,D.A. Petkovich,2.0,1020.0
GSM2132954,M3410,SRR3440920,Bisulfite-Seq,150,2741042700,PRJNA319643,SAMN04902313,1192402994,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727242,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:54:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132954,C57BL/6,34,Male,23248841,D.A. Petkovich,2.0,1020.0
GSM2132954,M3410,SRR3440921,Bisulfite-Seq,150,2453422500,PRJNA319643,SAMN04902313,1041888986,GEO,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727242,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:54:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132954,C57BL/6,34,Male,23248841,D.A. Petkovich,2.0,1020.0
GSM2132955,M3501,SRR3440922,Bisulfite-Seq,150,2499197250,PRJNA319643,SAMN04902314,1086746805,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727243,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:53:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132955,C57BL/6,35,Male,28856527,D.A. Petkovich,2.0,1050.0
GSM2132955,M3501,SRR3440923,Bisulfite-Seq,150,3836967750,PRJNA319643,SAMN04902314,1864856587,GEO,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727243,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:56:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132955,C57BL/6,35,Male,28856527,D.A. Petkovich,2.0,1050.0
GSM2132956,M3501R,SRR3440924,Bisulfite-Seq,150,1536508650,PRJNA319643,SAMN04902319,660835463,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",standard,SRX1727244,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:51:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132956,C57BL/6,35,Male,13976727,D.A. Petkovich,1.0,1050.0
GSM2132956,M3501R,SRR3440925,Bisulfite-Seq,150,1529639700,PRJNA319643,SAMN04902319,640431629,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",standard,SRX1727244,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:51:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132956,C57BL/6,35,Male,13976727,D.A. Petkovich,1.0,1050.0
GSM2132957,M3502,SRR3440926,Bisulfite-Seq,150,3223605000,PRJNA319643,SAMN04902320,1422968859,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",standard,SRX1727245,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:55:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132957,C57BL/6,35,Male,28294735,D.A. Petkovich,2.0,1050.0
GSM2132957,M3502,SRR3440927,Bisulfite-Seq,150,3091303350,PRJNA319643,SAMN04902320,1416415735,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",standard,SRX1727245,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T13:06:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132957,C57BL/6,35,Male,28294735,D.A. Petkovich,2.0,1050.0
